ID,probability
TEST_00000,0.004318512043478208
TEST_00001,0.0051234744002031235
TEST_00002,0.14371218753664078
TEST_00003,0.10144672378249499
TEST_00004,0.5357601226583661
TEST_00005,0.12896831967630173
TEST_00006,0.46015989390158596
TEST_00007,0.3749263676113173
TEST_00008,0.25784856514452675
TEST_00009,0.00122668217639036
TEST_00010,0.05418488578265841
TEST_00011,0.4787329061100851
TEST_00012,0.39453595827847465
TEST_00013,0.3795182991146165
TEST_00014,0.3729794014474449
TEST_00015,0.0015456494344488153
TEST_00016,0.22945853849651804
TEST_00017,0.3732554605194244
TEST_00018,0.21113979815489262
TEST_00019,0.6262852559411529
TEST_00020,0.25632048715366545
TEST_00021,0.40366629225539147
TEST_00022,0.26399515261913437
TEST_00023,0.21237448509379997
TEST_00024,0.4115687701576168
TEST_00025,0.0017634651875053193
TEST_00026,0.15503129710339456
TEST_00027,0.40664813163910335
TEST_00028,0.1860683299264647
TEST_00029,0.1996508693845138
TEST_00030,0.45139200027732
TEST_00031,0.19915212367082893
TEST_00032,0.15193215608054142
TEST_00033,0.16472237859437636
TEST_00034,0.4209611767138413
TEST_00035,0.0046012890842183456
TEST_00036,0.1531112625148805
TEST_00037,0.3481524062236029
TEST_00038,0.26439378975735484
TEST_00039,0.0029029623677663736
TEST_00040,0.19492210366710702
TEST_00041,0.16976277321914313
TEST_00042,0.2999537550929421
TEST_00043,0.3163314167061532
TEST_00044,0.31359051250008163
TEST_00045,0.509456964932838
TEST_00046,0.5093012806368825
TEST_00047,0.2270962346340451
TEST_00048,0.15256790816708282
TEST_00049,0.39225521761442506
TEST_00050,0.26925911276240555
TEST_00051,0.17614716156375362
TEST_00052,0.13241586005333017
TEST_00053,0.6039297835792435
TEST_00054,0.0020710293728490813
TEST_00055,0.4067548325641613
TEST_00056,0.2883855235978636
TEST_00057,0.21167016187605242
TEST_00058,0.4999654576168363
TEST_00059,0.20537072522447938
TEST_00060,0.0013967797545741528
TEST_00061,0.16770070319906824
TEST_00062,0.35404422145997827
TEST_00063,0.3197617657142472
TEST_00064,0.2294400386753859
TEST_00065,0.0014336195694642933
TEST_00066,0.26769259928757805
TEST_00067,0.20707755641963993
TEST_00068,0.3000153466563827
TEST_00069,0.4817269126454214
TEST_00070,0.3894314323049513
TEST_00071,0.3433717869900741
TEST_00072,0.24361151556310082
TEST_00073,0.2630081395110796
TEST_00074,0.14390579371359663
TEST_00075,0.2626413012473559
TEST_00076,0.03356052641566246
TEST_00077,0.0019894542401331402
TEST_00078,0.13220631203522282
TEST_00079,0.22759713215503008
TEST_00080,0.3328230556100632
TEST_00081,0.001071523433429504
TEST_00082,0.1994434166240777
TEST_00083,0.1737543330826115
TEST_00084,0.4481037964024539
TEST_00085,0.3828686590312378
TEST_00086,0.0013867549024658163
TEST_00087,0.3658494031717052
TEST_00088,0.1527178492170536
TEST_00089,0.39426860965919197
TEST_00090,0.2351109777280514
TEST_00091,0.10058225844959266
TEST_00092,0.39308306332361065
TEST_00093,0.5580421352655173
TEST_00094,0.00032194312142944873
TEST_00095,0.0013009819760483494
TEST_00096,0.46524425743958353
TEST_00097,0.13112021218531789
TEST_00098,0.42390270422708437
TEST_00099,0.26066507984813375
TEST_00100,0.13697638297847256
TEST_00101,0.1921047749028381
TEST_00102,0.39042680840209304
TEST_00103,0.27378712571561525
TEST_00104,0.3695776448799742
TEST_00105,0.4677651150558131
TEST_00106,0.25939185042651514
TEST_00107,0.0016001198024194478
TEST_00108,0.34019460395096784
TEST_00109,0.0028866725586712137
TEST_00110,0.4198102814718823
TEST_00111,0.32889151709640096
TEST_00112,0.026044165429082014
TEST_00113,0.35583585978259374
TEST_00114,0.19320162745273617
TEST_00115,0.3899067190516014
TEST_00116,0.0014777164519686461
TEST_00117,0.45128096027698006
TEST_00118,0.34301114517683634
TEST_00119,0.13269761134875102
TEST_00120,0.0021988764052749852
TEST_00121,0.0032259171227458547
TEST_00122,0.31891634384562884
TEST_00123,0.5151402710652823
TEST_00124,0.3975550957895513
TEST_00125,0.28781403411582845
TEST_00126,0.0021911811614611864
TEST_00127,0.07714769356617786
TEST_00128,0.24986764630720315
TEST_00129,0.41681613007779383
TEST_00130,0.20116167796004905
