ID,probability
TEST_00000,0.003623493617481179
TEST_00001,0.003098037838665863
TEST_00002,0.14509176005201152
TEST_00003,0.11530717398238753
TEST_00004,0.5354039346244805
TEST_00005,0.12580652224548602
TEST_00006,0.4686895838755244
TEST_00007,0.33805117908929305
TEST_00008,0.24054117925639715
TEST_00009,0.0030225049274582396
TEST_00010,0.05557682674527341
TEST_00011,0.4776742629145608
TEST_00012,0.3619593419180072
TEST_00013,0.406687155745118
TEST_00014,0.3519438139874963
TEST_00015,0.002685110421677587
TEST_00016,0.23826161034113177
TEST_00017,0.36511964042935796
TEST_00018,0.1928409250545174
TEST_00019,0.6425303681993423
TEST_00020,0.2667589673767372
TEST_00021,0.39066583884523287
TEST_00022,0.29743779219059163
TEST_00023,0.18792858738062973
TEST_00024,0.406254280230365
TEST_00025,0.0032468903871174966
TEST_00026,0.11966307728985628
TEST_00027,0.4085768886020284
TEST_00028,0.1567468087869361
TEST_00029,0.1829489867901763
TEST_00030,0.4470752336032698
TEST_00031,0.1664586311714549
TEST_00032,0.16376025343493886
TEST_00033,0.17103199386087004
TEST_00034,0.40286688649325914
TEST_00035,0.002839612930717831
TEST_00036,0.1343945124619298
TEST_00037,0.31494900206010895
TEST_00038,0.2668549964786291
TEST_00039,0.004698597593302339
TEST_00040,0.17437960566073685
TEST_00041,0.13144241111052382
TEST_00042,0.3052409227178558
TEST_00043,0.2899493168006905
TEST_00044,0.3063504729591144
TEST_00045,0.5082108949058912
TEST_00046,0.5115865025231585
TEST_00047,0.25376729399748404
TEST_00048,0.12454413143414622
TEST_00049,0.38641919269596653
TEST_00050,0.25723567264030045
TEST_00051,0.16297857741622201
TEST_00052,0.11447612689896264
TEST_00053,0.6329288529773798
TEST_00054,0.003283294817782622
TEST_00055,0.4046848561658518
TEST_00056,0.3540414986703978
TEST_00057,0.19568466252749417
TEST_00058,0.5138685309741503
TEST_00059,0.1848862948894507
TEST_00060,0.003543468226616895
TEST_00061,0.1640000701034342
TEST_00062,0.35207953237025663
TEST_00063,0.3328250690176572
TEST_00064,0.22197273175186022
TEST_00065,0.0022700063533252018
TEST_00066,0.27126588247919853
TEST_00067,0.19351548220344877
