ID,probability
TEST_00000,0.00524627833659169
TEST_00001,0.004793695750677334
TEST_00002,0.1429900159981961
TEST_00003,0.1058484380594286
TEST_00004,0.507782779848446
TEST_00005,0.11780266003323603
TEST_00006,0.4697930107089136
TEST_00007,0.3694935553448415
TEST_00008,0.27249717943991264
TEST_00009,0.0018297776362019027
TEST_00010,0.05225754615050528
TEST_00011,0.47110783654303345
TEST_00012,0.3826463811047059
TEST_00013,0.38925312543453566
TEST_00014,0.34709501558872496
TEST_00015,0.0015183716517864234
TEST_00016,0.22988170390560833
TEST_00017,0.37151826603497984
TEST_00018,0.21237367152745606
TEST_00019,0.6228644385542429
TEST_00020,0.2557924549269469
TEST_00021,0.39910157473640484
TEST_00022,0.26686744004956775
TEST_00023,0.21566312758929337
TEST_00024,0.41749562903687876
TEST_00025,0.0023126492260688914
TEST_00026,0.1260547131476511
TEST_00027,0.42871627358261544
TEST_00028,0.1736196186473395
TEST_00029,0.19367631234239352
TEST_00030,0.4484907265919671
TEST_00031,0.181047143840875
TEST_00032,0.1681380200024293
TEST_00033,0.16079017103778528
TEST_00034,0.40871754102587293
TEST_00035,0.0047378580143982605
TEST_00036,0.14341322101756193
TEST_00037,0.3525738891171736
TEST_00038,0.25575514254917336
TEST_00039,0.0009841125368495868
TEST_00040,0.18401825035909736
TEST_00041,0.16085203524924377
TEST_00042,0.30249308689823373
TEST_00043,0.3012200289147658
TEST_00044,0.3058146194172847
TEST_00045,0.5091232739863503
TEST_00046,0.5154555148753703
TEST_00047,0.21073453983355134
TEST_00048,0.15262472240472152
TEST_00049,0.3882626375756242
TEST_00050,0.2662813884257051
TEST_00051,0.16771617712073947
TEST_00052,0.11493959576922677
TEST_00053,0.586666052157519
TEST_00054,0.002019037305006947
TEST_00055,0.402409409658516
TEST_00056,0.3161283586067068
TEST_00057,0.2105952725579754
TEST_00058,0.49491060841696094
TEST_00059,0.1955507922996331
TEST_00060,0.0012855234529061147
TEST_00061,0.1675785556158496
TEST_00062,0.3496273448681629
TEST_00063,0.318707904121494
TEST_00064,0.21891345080601354
TEST_00065,0.0013608901015680452
TEST_00066,0.2728812741131163
TEST_00067,0.2042949572064992
TEST_00068,0.28397111924046325
TEST_00069,0.4804107833721642
TEST_00070,0.3813165874554786
TEST_00071,0.359329301626995
TEST_00072,0.24586216656491106
TEST_00073,0.252920147931594
TEST_00074,0.1403460756354514
TEST_00075,0.24533869439134065
TEST_00076,0.02839024115677512
TEST_00077,0.0012636547263544394
TEST_00078,0.12965005768559487
TEST_00079,0.2125452866529797
TEST_00080,0.33406900487920427
TEST_00081,0.001437438276690388
TEST_00082,0.20221181613997352
TEST_00083,0.17305874365072327
TEST_00084,0.4391369703776363
TEST_00085,0.38023668423118495
TEST_00086,0.001815989473131017
TEST_00087,0.38966951820589657
TEST_00088,0.13641752028535623
TEST_00089,0.3855607980606307
TEST_00090,0.22566247338074094
TEST_00091,0.10190374354504335
TEST_00092,0.38805968270181507
TEST_00093,0.5553502486226134
TEST_00094,0.000707974038708712
TEST_00095,0.0021355537508334506
TEST_00096,0.45865646031038826
TEST_00097,0.1322093558858644
TEST_00098,0.39952491664295386
TEST_00099,0.26761704460191504
TEST_00100,0.13049938353543683
TEST_00101,0.17250871653844024
TEST_00102,0.3671712186302777
TEST_00103,0.28792285997384093
TEST_00104,0.3769916200729404
TEST_00105,0.4744624614997974
TEST_00106,0.2448589926403498
TEST_00107,0.0040719042346014775
TEST_00108,0.33905976891146616
TEST_00109,0.002006301631262979
TEST_00110,0.4145719547401134
TEST_00111,0.3873495192796989
TEST_00112,0.0275355944757828
TEST_00113,0.38609555423010605
TEST_00114,0.18287571047263257
TEST_00115,0.3772327204545924
TEST_00116,0.0009723558761508454
TEST_00117,0.4599117317229643
TEST_00118,0.34628471479540013
