ID,probability
TEST_00000,0.0013342174185903089
TEST_00001,0.0008320036998770849
TEST_00002,0.14547464993721718
TEST_00003,0.10120115450558008
TEST_00004,0.5196955115206027
TEST_00005,0.11527267911930597
TEST_00006,0.4596982047381728
TEST_00007,0.36801377865441415
TEST_00008,0.24087962957955514
TEST_00009,0.0007329666613185574
TEST_00010,0.05249381660127879
TEST_00011,0.47404894799944236
TEST_00012,0.36083298494098465
TEST_00013,0.3959688285293018
TEST_00014,0.3555767980619761
TEST_00015,0.0008513516908965587
TEST_00016,0.23272520656671591
TEST_00017,0.36734416572919343
TEST_00018,0.2015737634236715
TEST_00019,0.6953267574372466
TEST_00020,0.2590401869613349
TEST_00021,0.3988427074852746
TEST_00022,0.27315528972209463
TEST_00023,0.20779091495908195
TEST_00024,0.39499438265992787
TEST_00025,0.0007056897533413601
TEST_00026,0.1270589249925904
TEST_00027,0.453575615667406
TEST_00028,0.1697694798885697
TEST_00029,0.1791177108069978
TEST_00030,0.43220522799299027
TEST_00031,0.19045732949269492
TEST_00032,0.1670492304950581
TEST_00033,0.18321286315383314
TEST_00034,0.41085900874430326
TEST_00035,0.000749717172404426
TEST_00036,0.14059212126070078
TEST_00037,0.3331299840704361
TEST_00038,0.27931383918721864
TEST_00039,0.000773407644802464
TEST_00040,0.16900051649646713
TEST_00041,0.13775425408387376
TEST_00042,0.30181654131318936
TEST_00043,0.3020578158538464
TEST_00044,0.3132711331632781
TEST_00045,0.4458415764826929
TEST_00046,0.4897670026575132
TEST_00047,0.22912943106936404
TEST_00048,0.13446139486012215
TEST_00049,0.3953930188785482
TEST_00050,0.2538105904496219
TEST_00051,0.16833605221741896
TEST_00052,0.11268498577382934
TEST_00053,0.5925434052302672
TEST_00054,0.0010386048848540048
TEST_00055,0.40570591269725653
TEST_00056,0.32429651379764013
TEST_00057,0.2138467827960826
TEST_00058,0.5034563507931383
TEST_00059,0.19020322841444676
TEST_00060,0.000870795269620138
TEST_00061,0.17396146551737468
TEST_00062,0.35317356077248824
TEST_00063,0.33864956897891624
TEST_00064,0.2355316124413618
TEST_00065,0.006096352357441823
TEST_00066,0.2764571761780604
TEST_00067,0.19986733090418704
TEST_00068,0.290954095188595
TEST_00069,0.4782999069392455
TEST_00070,0.3927917573778412
TEST_00071,0.3636482557201077
TEST_00072,0.22374951157672604
TEST_00073,0.27380242243361924
TEST_00074,0.14174388457153592
TEST_00075,0.24489196314229175
TEST_00076,0.016654468250726057
TEST_00077,0.001321261773611284
TEST_00078,0.12933395046458634
TEST_00079,0.1840645848063461
TEST_00080,0.34791505928181987
TEST_00081,0.0006124545223265787
TEST_00082,0.20754825118611986
TEST_00083,0.17187672583448385
TEST_00084,0.44707303378428553
TEST_00085,0.3948058846998463
TEST_00086,0.0007123534313480124
TEST_00087,0.39278479153787715
TEST_00088,0.1277292452997394
TEST_00089,0.3869843317427776
TEST_00090,0.2505682853642793
TEST_00091,0.09923753490602788
TEST_00092,0.3499804788684455
TEST_00093,0.5354906080158114
TEST_00094,0.0006615405653355723
TEST_00095,0.000676610514025053
TEST_00096,0.4610009508125875
TEST_00097,0.11263775797552998
TEST_00098,0.40049905574417505
TEST_00099,0.2947691290887727
TEST_00100,0.11314898228304172
TEST_00101,0.20801872741268515
TEST_00102,0.34710019303449674
TEST_00103,0.2952312681856305
TEST_00104,0.3599697140598192
TEST_00105,0.47470355375055134
TEST_00106,0.25200463725455574
TEST_00107,0.001220290254770224
TEST_00108,0.34402042684527767
TEST_00109,0.0007224839178958521
TEST_00110,0.41291447874926246
TEST_00111,0.387006703274651
TEST_00112,0.015172626855300825
TEST_00113,0.38363039463239007
TEST_00114,0.20644571149052524
TEST_00115,0.3917572115338351
